2024-10-24,19:00,Vasco da Gama,1–0,Cuiabá,"16,696",Estádio Club de Regatas Vasco da Gama
2024-10-26,16:30,Vitória,2–1,Fluminense,"29,497",Estádio Manoel Barradas
2024-10-26,16:30,Flamengo,4–2,Juventude,"65,7",Estadio Jornalista Mário Filho
2024-10-26,16:30,Grêmio,3–1,Atl Goianiense,"36,959",Arena do Grêmio
2024-10-26,16:30,Palmeiras,2–2,Fortaleza,"40,321",Allianz Parque
2024-10-26,18:30,Ath Paranaense,3–0,Cruzeiro,"35,959",Ligga Arena
2024-10-26,19:00,Atlético Mineiro,1–3,Internacional,"27,028",Arena MRV
2024-10-26,19:00,RB Bragantino,0–1,Botafogo (RJ),"7,4",Estádio Nabi Abi Chedid
2024-10-26,22:00,Criciúma,1–1,São Paulo,"17,422",Estádio Heriberto Hülse
2024-10-28,18:00 (19:00),Cuiabá,0–1,Corinthians,"16,68",Arena Pantanal
2024-10-28,21:00,Vasco da Gama,3–2,Bahia,"17,213",Estádio Club de Regatas Vasco da Gama
2024-10-30,19:00,Internacional,1–1,Flamengo,"43,729",Estádio José Pinheiro Borba
2024-11-02,16:00,RB Bragantino,0–0,Cuiabá,"4,103",Estádio Nabi Abi Chedid
2024-11-02,18:30,Juventude,0–3,Fortaleza,"7,419",Estádio Alfredo Jaconi
2024-11-02,18:30,Ath Paranaense,1–2,Vitória,"40,666",Ligga Arena
2024-11-01,21:00,Fluminense,2–2,Grêmio,"35,278",Estadio Jornalista Mário Filho
2024-11-04,20:00,Corinthians,2–0,Palmeiras,"46,085",Neo Química Arena
2024-11-05,21:30,Bahia,0–3,São Paulo,"29,599",Itaipava Arena Fonte Nova
2024-11-05,21:30,Internacional,2–0,Criciúma,"29,097",Estádio José Pinheiro Borba
2024-11-05,21:30,Botafogo (RJ),3–0,Vasco da Gama,"32,007",Estádio Nilton Santos
2024-11-06,21:00,Atl Goianiense,1–0,Atlético Mineiro,"3,791",Estádio Antônio Accioly
2024-11-06,21:00,Cruzeiro,0–1,Flamengo,"20,855",Estádio Raimundo Sampaio
2024-11-08,19:00,Internacional,2–0,Fluminense,"35,877",Estádio José Pinheiro Borba
2024-11-09,16:30,Vitória,1–2,Corinthians,"30,973",Estádio Manoel Barradas
2024-11-09,16:30,Botafogo (RJ),0–0,Cuiabá,"41,899",Estádio Nilton Santos
2024-11-09,19:00,Cruzeiro,2–1,Criciúma,"29,287",Estádio Governador Magalhães Pinto
2024-11-09,19:00,Fortaleza,3–0,Vasco da Gama,"45,271",Estádio Castelão
2024-11-09,19:00,Atl Goianiense,0–0,RB Bragantino,"2,419",Estádio Antônio Accioly
2024-11-09,19:00,Juventude,2–1,Bahia,"6,091",Estádio Alfredo Jaconi
2024-11-08,21:30,Palmeiras,1–0,Grêmio,"33,67",Allianz Parque
2024-11-09,21:00,São Paulo,2–1,Ath Paranaense,"34,777",Estádio do Morumbi
2024-11-13,20:00,Flamengo,0–0,Atlético Mineiro,"63,441",Estadio Jornalista Mário Filho
2024-11-16,18:30,Ath Paranaense,1–0,Atlético Mineiro,"40,935",Ligga Arena
2024-11-20,11:00,Corinthians,2–1,Cruzeiro,"46,056",Neo Química Arena
2024-11-20,16:30,Ath Paranaense,2–0,Atl Goianiense,"42,177",Ligga Arena
2024-11-20,16:30,RB Bragantino,1–1,São Paulo,"9,017",Estádio Nabi Abi Chedid
2024-11-20,16:30,Criciúma,0–1,Vitória,"12,123",Estádio Heriberto Hülse
2024-11-20,18:00,Bahia,1–2,Palmeiras,"36,445",Itaipava Arena Fonte Nova
2024-11-20,18:00 (19:00),Cuiabá,1–2,Flamengo,"12,891",Arena Pantanal
2024-11-20,19:00,Grêmio,2–2,Juventude,"40,426",Arena do Grêmio
2024-11-21,20:00,Vasco da Gama,0–1,Internacional,"17,339",Estádio Club de Regatas Vasco da Gama
2024-11-20,21:30,Atlético Mineiro,0–0,Botafogo (RJ),,Estádio Raimundo Sampaio
2024-11-23,19:30,Atl Goianiense,0–1,Palmeiras,"11,216",Estádio Antônio Accioly
2024-11-23,19:30,Botafogo (RJ),1–1,Vitória,"35,491",Estádio Nilton Santos
2024-11-23,19:30,Juventude,1–1,Cuiabá,"6,932",Estádio Alfredo Jaconi
2024-11-22,21:30,Fluminense,2–2,Fortaleza,"37,969",Estadio Jornalista Mário Filho
2024-11-24,16:00,Bahia,1–1,Ath Paranaense,"26,307",Itaipava Arena Fonte Nova
2024-11-24,16:00,Internacional,4–1,RB Bragantino,"41,762",Estádio José Pinheiro Borba
2024-11-24,16:00,Corinthians,3–1,Vasco da Gama,"46,083",Neo Química Arena
2024-11-23,21:30,São Paulo,2–2,Atlético Mineiro,"36,783",Estádio do Morumbi
2024-11-26,19:00,Fluminense,0–0,Criciúma,"41,24",Estadio Jornalista Mário Filho
2024-11-26,20:00,Fortaleza,0–0,Flamengo,"57,624",Estádio Castelão
2024-11-26,21:30,Atlético Mineiro,2–3,Juventude,,Estádio Raimundo Sampaio
2024-11-26,21:30,Palmeiras,1–3,Botafogo (RJ),"31,753",Allianz Parque
2024-11-27,21:00,Cruzeiro,1–1,Grêmio,"21,009",Estádio Governador Magalhães Pinto
2024-11-30,18:30 (19:30),Cuiabá,1–2,Bahia,"2,613",Arena Pantanal
2024-11-30,19:30,Criciúma,2–4,Corinthians,"18,075",Estádio Heriberto Hülse
2024-12-01,16:00,Grêmio,2–1,São Paulo,"39,197",Arena do Grêmio
2024-12-01,16:00,Flamengo,3–2,Internacional,"56,571",Estadio Jornalista Mário Filho
2024-12-01,18:30,Vitória,2–0,Fortaleza,"29,09",Estádio Manoel Barradas
2024-12-01,18:30,RB Bragantino,1–1,Cruzeiro,"6,223",Estádio Nabi Abi Chedid
2024-12-01,18:30,Ath Paranaense,1–1,Fluminense,"41,375",Ligga Arena
2024-11-30,21:30,Vasco da Gama,2–2,Atl Goianiense,"18,27",Estádio Club de Regatas Vasco da Gama
2024-12-03,20:00,Corinthians,3–0,Bahia,"46,263",Neo Química Arena
2024-12-04,19:00,Vasco da Gama,2–0,Atlético Mineiro,"17,074",Estádio Club de Regatas Vasco da Gama
2024-12-04,20:00,Criciúma,0–3,Flamengo,"18,849",Estádio Heriberto Hülse
2024-12-04,20:00,Vitória,1–1,Grêmio,"26,842",Estádio Manoel Barradas
2024-12-04,20:00,São Paulo,1–2,Juventude,"31,442",Estádio do Morumbi
2024-12-05,20:00,Fluminense,1–0,Cuiabá,"59,73",Estadio Jornalista Mário Filho
2024-12-05,20:00,Ath Paranaense,1–2,RB Bragantino,"41,626",Ligga Arena
2024-12-04,21:30,Atl Goianiense,3–1,Fortaleza,"3,157",Estádio Antônio Accioly
2024-12-04,21:30,Internacional,0–1,Botafogo (RJ),"37,628",Estádio José Pinheiro Borba
2024-12-04,21:30,Cruzeiro,1–2,Palmeiras,,Estádio Governador Magalhães Pinto
2024-12-08,15:00 (16:00),Cuiabá,1–2,Vasco da Gama,"7,03",Arena Pantanal
2024-12-08,16:00,Botafogo (RJ),2–1,São Paulo,"41,986",Estádio Nilton Santos
2024-12-08,16:00,Flamengo,2–2,Vitória,"67,113",Estadio Jornalista Mário Filho
2024-12-08,16:00,RB Bragantino,5–1,Criciúma,"9,11",Estádio Nabi Abi Chedid
2024-12-08,16:00,Fortaleza,3–0,Internacional,"51,386",Estádio Castelão
2024-12-08,16:00,Grêmio,0–3,Corinthians,"42,945",Arena do Grêmio
2024-12-08,16:00,Palmeiras,0–1,Fluminense,"34,571",Allianz Parque
2024-12-08,16:00,Bahia,2–0,Atl Goianiense,"48,476",Itaipava Arena Fonte Nova
2024-12-08,16:00,Juventude,0–1,Cruzeiro,"13,518",Estádio Alfredo Jaconi
2024-12-08,16:00,Atlético Mineiro,1–0,Ath Paranaense,,Arena MRV
