2024-06-11,19:00,Atl Goianiense,2–2,Corinthians,"1,208",Estádio Antônio Accioly
2024-06-11,20:00,Botafogo (RJ),1–0,Fluminense,"27,239",Estádio Nilton Santos
2024-06-11,21:30,RB Bragantino,1–2,Atlético Mineiro,"4,617",Estádio Nabi Abi Chedid
2024-06-13,19:00,Cruzeiro,2–1,Cuiabá,"26,595",Estádio Governador Magalhães Pinto
2024-06-13,20:00,Flamengo,2–1,Grêmio,"51,785",Estadio Jornalista Mário Filho
2024-06-13,20:00,Internacional,0–0,São Paulo,"17,987",Estádio Heriberto Hülse
2024-06-13,20:00,Ath Paranaense,3–1,Criciúma,"23,424",Ligga Arena
2024-06-13,21:30,Bahia,1–0,Fortaleza,"29,889",Itaipava Arena Fonte Nova
2024-06-13,21:30,Palmeiras,2–0,Vasco da Gama,"37,641",Allianz Parque
2024-06-15,18:30,RB Bragantino,2–1,Juventude,"3,338",Estádio Nabi Abi Chedid
2024-06-16,16:00,Vitória,2–1,Internacional,"14,251",Estádio Manoel Barradas
2024-06-16,16:00,Corinthians,2–2,São Paulo,"46,129",Neo Química Arena
2024-06-16,16:00,Ath Paranaense,1–1,Flamengo,"38,641",Ligga Arena
2024-06-16,17:30 (18:30),Cuiabá,5–0,Fortaleza,"4,474",Arena Pantanal
2024-06-16,18:30,Criciúma,2–2,Bahia,"8,661",Estádio Heriberto Hülse
2024-06-16,18:30,Grêmio,1–2,Botafogo (RJ),"15,595",Estádio Kleber José de Andrade
2024-06-16,18:30,Vasco da Gama,0–0,Cruzeiro,"11,275",Estádio Club de Regatas Vasco da Gama
2024-06-15,21:00,Fluminense,1–2,Atl Goianiense,"14,485",Estadio Jornalista Mário Filho
2024-06-17,20:30,Atlético Mineiro,0–4,Palmeiras,"28,251",Arena MRV
2024-06-19,19:00,Atl Goianiense,1–2,Criciúma,"6,478",Estádio Antônio Accioly
2024-06-19,19:00,Botafogo (RJ),1–1,Ath Paranaense,"19,589",Estádio Nilton Santos
2024-06-19,20:00,Fortaleza,1–0,Grêmio,"16,935",Estádio Castelão
2024-06-19,20:00,São Paulo,0–1,Cuiabá,"33,586",Estádio do Morumbi
2024-06-19,20:00,Juventude,2–0,Vasco da Gama,"4,838",Estádio Alfredo Jaconi
2024-06-20,18:30,Vitória,4–2,Atlético Mineiro,"15,044",Estádio Manoel Barradas
2024-06-20,20:00,Flamengo,2–1,Bahia,"49,909",Estadio Jornalista Mário Filho
2024-06-19,21:30,Internacional,1–0,Corinthians,"14,447",Estádio Orlando Scarpelli
2024-06-19,21:30,Cruzeiro,2–0,Fluminense,"28,812",Estádio Governador Magalhães Pinto
2024-06-20,21:30,Palmeiras,2–1,RB Bragantino,"29,119",Allianz Parque
2024-06-22,16:00,Criciúma,2–1,Botafogo (RJ),"16,256",Estádio Heriberto Hülse
2024-06-22,17:30 (18:30),Cuiabá,0–0,Atl Goianiense,"4,635",Arena Pantanal
2024-06-22,17:30,Grêmio,0–1,Internacional,"27,961",Estádio Major Antônio Couto Pereira
2024-06-23,16:00,Fluminense,0–1,Flamengo,"57,098",Estadio Jornalista Mário Filho
2024-06-23,16:00,Bahia,4–1,Cruzeiro,"35,541",Itaipava Arena Fonte Nova
2024-06-23,16:00,Ath Paranaense,1–1,Corinthians,"34,682",Ligga Arena
2024-06-23,18:30,Atlético Mineiro,1–1,Fortaleza,"20,089",Arena MRV
2024-06-23,18:30,Palmeiras,3–1,Juventude,"38,258",Allianz Parque
2024-06-23,18:30,RB Bragantino,2–1,Vitória,"4,426",Estádio Nabi Abi Chedid
2024-06-22,21:30,Vasco da Gama,4–1,São Paulo,"4,897",Estádio Club de Regatas Vasco da Gama
2024-06-26,19:00,Botafogo (RJ),2–1,RB Bragantino,"13,333",Estádio Nilton Santos
2024-06-26,19:00,Cruzeiro,2–0,Ath Paranaense,"26,465",Estádio Governador Magalhães Pinto
2024-06-26,20:00,Juventude,2–1,Flamengo,"12,675",Estádio Alfredo Jaconi
2024-06-26,20:00,Atl Goianiense,1–1,Grêmio,"7,319",Estádio Antônio Accioly
2024-06-26,20:00,Corinthians,1–1,Cuiabá,"38,475",Neo Química Arena
2024-06-27,19:00,Fluminense,0–1,Vitória,"24,269",Estadio Jornalista Mário Filho
2024-06-27,20:00,São Paulo,2–1,Criciúma,"28,008",Estádio do Morumbi
2024-06-26,21:30,Bahia,2–1,Vasco da Gama,"38,318",Itaipava Arena Fonte Nova
2024-06-26,21:30,Internacional,1–2,Atlético Mineiro,"9,978",Estádio Heriberto Hülse
2024-06-26,21:30,Fortaleza,3–0,Palmeiras,"28,613",Estádio Castelão
2024-06-29,17:30 (18:30),Cuiabá,1–1,RB Bragantino,"5,024",Arena Pantanal
2024-06-29,18:30,Vasco da Gama,1–1,Botafogo (RJ),"15,593",Estádio Club de Regatas Vasco da Gama
2024-06-30,11:00,Atlético Mineiro,1–1,Atl Goianiense,"36,099",Arena MRV
2024-06-30,16:00,São Paulo,3–1,Bahia,"28,008",Estádio do Morumbi
2024-06-30,16:00,Fortaleza,2–1,Juventude,"33,717",Estádio Castelão
2024-06-30,16:00,Grêmio,1–0,Fluminense,"8,549",Estádio Francisco Stédile
2024-06-30,18:30,Flamengo,2–1,Cruzeiro,"52,768",Estadio Jornalista Mário Filho
2024-06-30,18:30,Criciúma,1–1,Internacional,"14,946",Estádio Heriberto Hülse
2024-06-30,18:30,Vitória,0–1,Ath Paranaense,"20,376",Estádio Manoel Barradas
2024-07-01,20:00,Palmeiras,2–0,Corinthians,"41,175",Allianz Parque
2024-07-03,18:00 (19:00),Cuiabá,1–2,Botafogo (RJ),"7,849",Arena Pantanal
2024-07-03,20:00,Vasco da Gama,2–0,Fortaleza,"14,384",Estádio Club de Regatas Vasco da Gama
2024-07-03,20:00,Criciúma,1–0,Cruzeiro,"12,352",Estádio Heriberto Hülse
2024-07-04,19:00,Grêmio,2–2,Palmeiras,"20,797",Estádio Francisco Stédile
2024-07-04,19:00,Bahia,2–0,Juventude,"40,442",Itaipava Arena Fonte Nova
2024-07-04,20:00,Corinthians,3–2,Vitória,"37,689",Neo Química Arena
2024-07-04,20:00,Fluminense,1–1,Internacional,"40,337",Estadio Jornalista Mário Filho
2024-07-03,21:30,Ath Paranaense,1–2,São Paulo,"28,632",Ligga Arena
2024-07-03,21:30,RB Bragantino,3–1,Atl Goianiense,"3,102",Estádio Nabi Abi Chedid
2024-07-03,21:30,Atlético Mineiro,2–4,Flamengo,"33,993",Arena MRV
2024-07-06,20:00,Flamengo,1–1,Cuiabá,"54,948",Estadio Jornalista Mário Filho
2024-07-06,20:00,São Paulo,2–0,RB Bragantino,"46,321",Estádio do Morumbi
2024-07-07,16:00,Fortaleza,1–0,Fluminense,"34,831",Estádio Castelão
2024-07-07,16:00,Juventude,3–0,Grêmio,"7,984",Estádio Alfredo Jaconi
2024-07-07,16:00,Cruzeiro,3–0,Corinthians,"55,186",Estádio Governador Magalhães Pinto
2024-07-07,18:00,Internacional,1–2,Vasco da Gama,"41,693",Estádio José Pinheiro Borba
2024-07-07,18:30,Atl Goianiense,1–2,Ath Paranaense,"6,152",Estádio Antônio Accioly
2024-07-07,18:30,Palmeiras,2–0,Bahia,"40,198",Allianz Parque
2024-07-07,18:30,Vitória,2–1,Criciúma,"16,615",Estádio Manoel Barradas
2024-07-07,20:30,Botafogo (RJ),3–0,Atlético Mineiro,"21,582",Estádio Nilton Santos
2024-07-10,18:30,Grêmio,0–2,Cruzeiro,"4,623",Estádio Francisco Stédile
2024-07-10,19:00,Ath Paranaense,1–3,Bahia,"23,307",Ligga Arena
2024-07-10,19:00,Vasco da Gama,2–0,Corinthians,"23,307",Estádio Club de Regatas Vasco da Gama
2024-07-11,19:30,Palmeiras,3–1,Atl Goianiense,"26,897",Allianz Parque
2024-07-11,20:00,Flamengo,1–2,Fortaleza,"57,517",Estadio Jornalista Mário Filho
2024-07-11,20:00,Criciúma,1–1,Fluminense,"11,486",Estádio Heriberto Hülse
2024-07-11,21:30,Vitória,0–1,Botafogo (RJ),"16,489",Estádio Manoel Barradas
2024-07-11,21:30,Atlético Mineiro,2–1,São Paulo,"28,772",Arena MRV
2024-07-13,16:00,Cruzeiro,2–1,RB Bragantino,"20,042",Estádio Raimundo Sampaio
2024-07-13,16:00,Bahia,1–2,Cuiabá,"48,602",Itaipava Arena Fonte Nova
2024-07-16,19:00,Juventude,1–1,Atlético Mineiro,"9,788",Estádio Nacional de Brasília
2024-07-17,19:00,Atl Goianiense,0–1,Vasco da Gama,"12,089",Estádio Antônio Accioly
2024-07-17,20:00,São Paulo,1–0,Grêmio,"53,168",Estádio do Morumbi
2024-07-16,21:00,Corinthians,2–1,Criciúma,"43,241",Neo Química Arena
2024-07-17,21:30,Fortaleza,3–1,Vitória,"24,813",Estádio Castelão
2024-07-17,21:30,Botafogo (RJ),1–0,Palmeiras,"39,57",Estádio Nilton Santos
2024-07-20,16:00,Flamengo,2–1,Criciúma,"60,127",Estádio Nacional de Brasília
2024-07-20,18:30,Botafogo (RJ),1–0,Internacional,"31,344",Estádio Nilton Santos
2024-07-21,11:00,Grêmio,2–0,Vitória,"25,248",Estádio Francisco Stédile
2024-07-21,16:00,Bahia,0–1,Corinthians,"48,346",Itaipava Arena Fonte Nova
2024-07-21,16:00,Atlético Mineiro,2–0,Vasco da Gama,"42,353",Arena MRV
2024-07-21,18:30,RB Bragantino,1–0,Ath Paranaense,"4,423",Estádio Nabi Abi Chedid
2024-07-21,18:30,Fortaleza,3–1,Atl Goianiense,"30,822",Estádio Castelão
2024-07-21,18:30,Juventude,0–0,São Paulo,"26,476",Estádio Nacional de Brasília
2024-07-21,19:00 (20:00),Cuiabá,0–1,Fluminense,"13,231",Arena Pantanal
2024-07-20,21:00,Palmeiras,2–0,Cruzeiro,"40,465",Allianz Parque
2024-07-24,19:00,Criciúma,1–1,Fortaleza,"13,625",Estádio Heriberto Hülse
2024-07-24,19:00,Cruzeiro,2–0,Juventude,"46,603",Estádio Governador Magalhães Pinto
2024-07-24,19:30,São Paulo,2–2,Botafogo (RJ),"53,244",Estádio do Morumbi
2024-07-24,20:00,Vitória,1–2,Flamengo,"30,688",Estádio Manoel Barradas
2024-07-25,20:00,Corinthians,2–2,Grêmio,"45,183",Neo Química Arena
2024-07-24,21:30,Atl Goianiense,1–1,Bahia,"5,777",Estádio Antônio Accioly
2024-07-24,21:30,Fluminense,1–0,Palmeiras,"51,375",Estadio Jornalista Mário Filho
2024-07-27,19:00,Palmeiras,0–2,Vitória,"39,609",Allianz Parque
2024-07-27,19:00,Juventude,1–2,Criciúma,"6,564",Estádio Alfredo Jaconi
2024-07-27,20:00,Bahia,1–1,Internacional,"32,95",Itaipava Arena Fonte Nova
2024-07-28,11:00,RB Bragantino,0–1,Fluminense,"7,304",Estádio Nabi Abi Chedid
2024-07-28,16:00,Flamengo,2–0,Atl Goianiense,"61,883",Estadio Jornalista Mário Filho
2024-07-28,18:00 (19:00),Cuiabá,1–2,Ath Paranaense,"4,452",Arena Pantanal
2024-07-28,19:00,Atlético Mineiro,2–1,Corinthians,"44,048",Arena MRV
2024-07-28,19:00,Grêmio,1–0,Vasco da Gama,"17,621",Arena Condá
2024-07-27,21:30,Botafogo (RJ),0–3,Cruzeiro,"19,349",Estádio Nilton Santos
2024-07-27,21:30,Fortaleza,1–0,São Paulo,"41,322",Estádio Castelão
2024-08-03,16:00,Vitória,1–0,Cuiabá,"26,715",Estádio Manoel Barradas
2024-08-03,19:00,Vasco da Gama,2–2,RB Bragantino,"17,938",Estádio Club de Regatas Vasco da Gama
2024-08-03,20:00,Atl Goianiense,1–4,Botafogo (RJ),"8,618",Estádio Antônio Accioly
2024-08-03,20:00,Criciúma,2–1,Atlético Mineiro,"15,642",Estádio Heriberto Hülse
2024-08-04,16:00,Fluminense,1–0,Bahia,"50,262",Estadio Jornalista Mário Filho
2024-08-04,16:00,Corinthians,1–1,Juventude,"43,947",Neo Química Arena
2024-08-04,16:00,Ath Paranaense,0–2,Grêmio,"27,205",Ligga Arena
2024-08-04,17:00,Internacional,1–1,Palmeiras,"20,794",Estádio José Pinheiro Borba
2024-08-03,21:30,São Paulo,1–0,Flamengo,"58,065",Estádio do Morumbi
2024-08-05,21:00,Cruzeiro,1–2,Fortaleza,20,Estádio Kleber José de Andrade
2024-08-10,16:00,Fortaleza,1–0,Criciúma,"40,311",Estádio Castelão
2024-08-10,18:00 (19:00),Cuiabá,1–3,Grêmio,"9,853",Arena Pantanal
2024-08-11,11:00,Juventude,3–2,Botafogo (RJ),"5,288",Estádio Alfredo Jaconi
2024-08-11,16:00,São Paulo,1–0,Atl Goianiense,"46,6",Estádio do Morumbi
2024-08-11,16:00,Flamengo,1–1,Palmeiras,"55,051",Estadio Jornalista Mário Filho
2024-08-11,16:00,Bahia,2–0,Vitória,"45,972",Itaipava Arena Fonte Nova
2024-08-11,19:00,Internacional,2–2,Ath Paranaense,"17,136",Estádio José Pinheiro Borba
2024-08-10,21:30,Cruzeiro,0–0,Atlético Mineiro,"61,583",Estádio Governador Magalhães Pinto
2024-08-10,21:30,Corinthians,1–1,RB Bragantino,"42,018",Neo Química Arena
2024-08-10,21:30,Vasco da Gama,2–0,Fluminense,"20,003",Estádio Nilton Santos
2024-08-14,19:30,Internacional,2–1,Juventude,"11,92",Estádio José Pinheiro Borba
2024-08-17,16:00,Atlético Mineiro,1–1,Cuiabá,"36,29",Arena MRV
2024-08-17,16:00,Grêmio,0–2,Bahia,"56,102",Estádio Alfredo Jaconi
2024-08-17,18:30,RB Bragantino,1–2,Fortaleza,"3,928",Estádio Nabi Abi Chedid
2024-08-18,16:00,Criciúma,2–2,Vasco da Gama,"18,403",Estádio Heriberto Hülse
2024-08-18,16:00,Palmeiras,2–1,São Paulo,"37,244",Allianz Parque
2024-08-18,16:00,Atl Goianiense,1–0,Internacional,"5,46",Estádio Antônio Accioly
2024-08-18,18:30,Ath Paranaense,1–2,Juventude,"22,926",Ligga Arena
2024-08-18,18:30,Botafogo (RJ),4–1,Flamengo,"23,731",Estádio Nilton Santos
2024-08-17,21:00,Fluminense,0–0,Corinthians,"30,475",Estadio Jornalista Mário Filho
2024-08-19,20:00,Vitória,2–2,Cruzeiro,"17,062",Estádio Manoel Barradas
2024-08-24,16:00,Atl Goianiense,2–1,Juventude,"4,407",Estádio Antônio Accioly
2024-08-24,18:30,Palmeiras,5–0,Cuiabá,"30,956",Estádio Brinco de Ouro da Princesa
2024-08-25,16:00,Criciúma,0–1,Grêmio,"17,377",Estádio Heriberto Hülse
2024-08-25,16:00,Bahia,0–0,Botafogo (RJ),"40,198",Itaipava Arena Fonte Nova
2024-08-25,16:00,Fortaleza,1–0,Corinthians,"51,297",Estádio Castelão
2024-08-25,18:30,São Paulo,2–1,Vitória,"32,712",Estádio do Morumbi
2024-08-25,19:00,Internacional,1–0,Cruzeiro,"26,634",Estádio José Pinheiro Borba
2024-08-25,20:00,Flamengo,2–1,RB Bragantino,"28,159",Estadio Jornalista Mário Filho
2024-08-24,21:00,Atlético Mineiro,0–2,Fluminense,"32,068",Estádio Governador Magalhães Pinto
2024-08-26,21:00,Vasco da Gama,2–1,Ath Paranaense,"16,433",Estádio Club de Regatas Vasco da Gama
2024-08-28,19:30,Cruzeiro,0–0,Internacional,"35,238",Estádio Governador Magalhães Pinto
2024-08-28,19:30,Criciúma,1–0,RB Bragantino,"11,849",Estádio Heriberto Hülse
2024-08-31,17:30 (18:30),Cuiabá,2–1,Criciúma,"4,095",Arena Pantanal
2024-09-01,11:00,Cruzeiro,3–1,Atl Goianiense,50,Estádio Governador Magalhães Pinto
2024-09-01,11:00,Grêmio,2–3,Atlético Mineiro,"27,442",Arena do Grêmio
2024-09-01,16:00,Corinthians,2–1,Flamengo,"45,635",Neo Química Arena
2024-09-01,18:30,Juventude,1–3,Internacional,"10,721",Estádio Alfredo Jaconi
2024-09-01,18:30,Ath Paranaense,0–2,Palmeiras,"28,334",Ligga Arena
2024-09-01,18:30,Fluminense,2–0,São Paulo,"45,759",Estadio Jornalista Mário Filho
2024-09-01,18:30,Vitória,0–1,Vasco da Gama,"20,923",Estádio Manoel Barradas
2024-09-01,18:30,RB Bragantino,2–1,Bahia,"3,921",Estádio Nabi Abi Chedid
2024-08-31,21:00,Botafogo (RJ),2–0,Fortaleza,"32,564",Estádio Nilton Santos
2024-09-05,19:00 (20:00),Cuiabá,0–0,Juventude,"4,826",Arena Pantanal
2024-09-11,19:30,Internacional,2–1,Fortaleza,"26,441",Estádio José Pinheiro Borba
2024-09-14,16:00,Atl Goianiense,0–2,Vitória,"4,938",Estádio Antônio Accioly
2024-09-14,18:30,Ath Paranaense,1–1,Fortaleza,"31,551",Ligga Arena
2024-09-15,16:00,RB Bragantino,2–2,Grêmio,"5,228",Estádio Nabi Abi Chedid
2024-09-15,16:00,Juventude,2–1,Fluminense,"6,232",Estádio Alfredo Jaconi
2024-09-15,16:00,Palmeiras,5–0,Criciúma,"37,244",Allianz Parque
2024-09-15,18:30,Flamengo,1–1,Vasco da Gama,"65,2",Estadio Jornalista Mário Filho
2024-09-15,18:30,Cruzeiro,0–1,São Paulo,55,Estádio Governador Magalhães Pinto
2024-09-15,18:30,Bahia,3–0,Atlético Mineiro,"26,42",Itaipava Arena Fonte Nova
2024-09-14,21:00,Botafogo (RJ),2–1,Corinthians,"32,718",Estádio Nilton Santos
2024-09-16,20:00,Internacional,3–0,Cuiabá,"35,366",Estádio José Pinheiro Borba
2024-09-21,16:00,Vitória,1–0,Juventude,"24,479",Estádio Manoel Barradas
2024-09-21,16:00,Corinthians,3–0,Atl Goianiense,"46,001",Neo Química Arena
2024-09-21,18:30,Fluminense,0–1,Botafogo (RJ),22,Estadio Jornalista Mário Filho
2024-09-22,16:00,Vasco da Gama,0–1,Palmeiras,"25,755",Estádio Nacional de Brasília
2024-09-22,16:00,Atlético Mineiro,3–0,RB Bragantino,"34,533",Arena MRV
2024-09-22,17:30 (18:30),Cuiabá,0–0,Cruzeiro,"5,948",Arena Pantanal
2024-09-22,18:30,Grêmio,3–2,Flamengo,"48,504",Arena do Grêmio
2024-09-22,18:30,São Paulo,1–3,Internacional,"35,111",Estádio do Morumbi
2024-09-22,20:00,Criciúma,0–0,Ath Paranaense,"12,765",Estádio Heriberto Hülse
2024-09-21,21:00,Fortaleza,4–1,Bahia,"42,051",Estádio Castelão
2024-09-25,19:00,Grêmio,1–2,Criciúma,"18,457",Arena do Grêmio
2024-09-25,19:00,RB Bragantino,2–2,Internacional,"3,871",Estádio Nabi Abi Chedid
2024-09-28,18:30,Palmeiras,2–1,Atlético Mineiro,"16,04",Estádio Brinco de Ouro da Princesa
2024-09-29,11:00,Juventude,1–1,RB Bragantino,"6,285",Estádio Alfredo Jaconi
2024-09-29,16:00,Fortaleza,1–0,Cuiabá,42,Estádio Castelão
2024-09-29,16:00,Atl Goianiense,1–0,Fluminense,"7,871",Estádio Antônio Accioly
2024-09-29,16:00,São Paulo,3–1,Corinthians,"25,888",Estádio Nacional de Brasília
2024-09-29,18:30,Cruzeiro,1–1,Vasco da Gama,"56,331",Estádio Governador Magalhães Pinto
2024-09-29,18:30,Internacional,3–1,Vitória,"45,112",Estádio José Pinheiro Borba
2024-09-29,18:30,Bahia,1–0,Criciúma,"24,574",Itaipava Arena Fonte Nova
2024-09-29,20:00,Flamengo,1–0,Ath Paranaense,"30,022",Estadio Jornalista Mário Filho
2024-09-28,21:00,Botafogo (RJ),0–0,Grêmio,"42,22",Estádio Nacional de Brasília
2024-10-03,19:00,Criciúma,2–0,Atl Goianiense,"12,343",Estádio Heriberto Hülse
2024-10-03,21:30,Fluminense,1–0,Cruzeiro,"30,242",Estadio Jornalista Mário Filho
2024-10-05,16:30,RB Bragantino,0–0,Palmeiras,"9,989",Estádio Nabi Abi Chedid
2024-10-05,16:30,Ath Paranaense,0–1,Botafogo (RJ),"22,726",Ligga Arena
2024-10-05,16:30,Atlético Mineiro,2–2,Vitória,"34,91",Arena MRV
2024-10-05,18:00 (19:00),Cuiabá,2–0,São Paulo,"11,883",Arena Pantanal
2024-10-05,19:00,Corinthians,2–2,Internacional,"44,866",Neo Química Arena
2024-10-05,19:00,Bahia,0–2,Flamengo,"43,433",Itaipava Arena Fonte Nova
2024-10-04,21:30,Grêmio,3–1,Fortaleza,"22,204",Arena do Grêmio
2024-10-05,21:00,Vasco da Gama,1–1,Juventude,"18,036",Estádio Club de Regatas Vasco da Gama
2024-10-09,19:30,Atlético Mineiro,2–1,Grêmio,"22,053",Arena MRV
2024-10-17,20:00,Flamengo,0–2,Fluminense,"58,117",Estadio Jornalista Mário Filho
2024-10-17,20:00,Corinthians,5–2,Ath Paranaense,"44,399",Neo Química Arena
2024-10-16,21:45,São Paulo,3–0,Vasco da Gama,"15,947",Estádio Brinco de Ouro da Princesa
2024-10-16,21:45,Fortaleza,1–1,Atlético Mineiro,"23,046",Estádio Castelão
2024-10-18,19:00,Atl Goianiense,0–0,Cuiabá,"3,622",Estádio Antônio Accioly
2024-10-18,20:00,Botafogo (RJ),1–1,Criciúma,"64,727",Estadio Jornalista Mário Filho
2024-10-19,16:00,Vitória,1–0,RB Bragantino,"25,189",Estádio Manoel Barradas
2024-10-19,16:00,Internacional,1–0,Grêmio,"48,049",Estádio José Pinheiro Borba
2024-10-18,21:30,Cruzeiro,1–1,Bahia,"34,473",Estádio Governador Magalhães Pinto
2024-10-20,20:00,Juventude,3–5,Palmeiras,"10,102",Estádio Alfredo Jaconi
2024-10-22,19:30,Fluminense,1–0,Ath Paranaense,"39,465",Estadio Jornalista Mário Filho
